queryID;-;load
1;1;0.0025317198903937165469236636818822528
2;5.5;0.013924457747328135836052191847754272
3;2;0.0041142235012306139506958193538085013
4;11;0
5;4.5;0.01574254788305982245988518
6;1;0
7;2;0
8;1;0
9;8;0.02455243
10;2;0.005063439780787433093847327363764506
11;5.5;0.013924457912311866353254987688014084
12;1;0.0025238970466192870758219553262322068
13;3;0
14;10.5;0
15;10.5;0.028112227740738388978446759943570931
16;1;0.0030690540
17;4.5;0
18;5.5;0
19;3;0.009207161
20;2;0
21;1;0.0030690540
22;2;0.006138108
23;9;0.027621484
24;12.5;0
25;12.5;0.0272321488762303609523262711922909377
26;3.25;0.008228088406401599898480938164168733
27;3.25;0.008228088406401599898480938164168734
28;5.5;0.013924457747328135836052191847754274
29;2;0.004987429352376809428627305808937669
30;1;0.0025317198903937165469236636818822528
31;4.5;0.0093690425225572853304581537836853705
32;5.5;0.016879795
33;1;0.003069054
34;2;0.006091847642907526536972137484670984
35;2;0.007846644133233392301308351049147425
36;3;0.007595158846262497054757011844347699
37;2;0
38;3;0.007481143216029926009071462017143452
39;2;0.006091847642907526536972137484670983
40;2;0.005063439780787433093847327363764506
41;3;0.007595158846262497054757011844347700
42;4;0.0121836942933516355342844095886517802
43;4;0.010974997816972409142274725742303754
44;2;0.005047794093238574151643910652464414
45;0.5;0
46;1;0
47;1;0.0025317198903937165469236636818822531
48;2;0.006138108
49;2;0.005063439780787433093847327363764506
50;2;0
51;4.5;0
52;2;0.006152401443187741802654297600431687
53;3;0
54;2;0.006138108
55;5.5;0
56;1;0.00205711175061530697534790967690425104
57;1;0.0025317198903937165469236636818822531
58;3;0.006246028574500894467607960039881304
59;1;0.00205711175061530697534790967690425054
60;3;0.0097092636040293398380365043048060143
61;3;0.006246028574500894467607960039881304
62;2;0.0041014447933453620605032111306780490
63;7;0.0214833756
64;4.5;0.0092570015372178512571050771472637125
65;3;0.007595158846262497054757011844347699
66;2;0
67;1;0.003069054
68;19;0.049000265441998869683738315516475447
69;2;0.005341773771037584288990895106083348
70;2;0.006472843105708841530475091221426913
71;16;0.046251058488590377171746496362259827
72;2;0.005063439780787433093847327363764506
73;3;0.007595158681278766537554216004087888
74;2;0.005063439780787433093847327363764506
75;2;0.004368236398378417428002799626817390
76;25;0.07009072422992143903381024925068805
77;1;0
78;4.5;0.013810741
79;8;0.02455243
80;2;0
81;3;0.0092071608
82;5.5;0.013881432276140601700029219938896101
83;2;0.006138108
84;7;0.017722037582918710656437687370577652
85;1;0.00208200975096300240317184419738482638
86;3;0.0103212838985326026428575230576738008
87;2;0.005323070104901562160208629059635041
88;1;0.0025317198903937165469236636818822528
89;5.5;0.0114510522735202877336299979810701956
90;1;0.0021343102285336408821067051277259665
91;2;0
92;8;0
93;1;0.0030690540
94;1;0.0025317198903937165469236636818822528
95;2;0.006138108
96;1;0.00205711175061530697534790967690425054
97;2;0.005323070104901562160208629059635041
98;3;0
99;10;0
100;2;0
101;3;0.006276594488508841976825694222399274
102;1;0.0030690540
103;2;0.005063439780787433093847327363764506
