queryID;-;load
1;1;0.00253172
2;5.5;0.013924458
3;2;0.004114224
4;11;0
5;4.5;0.015742548
6;1;0
7;2;0
8;1;0
9;8;0.02455243
10;2;0.00506344
11;5.5;0.013924458
12;1;0.003069054
13;3;0
14;10.5;0
15;10.5;0.034184415
16;1;0
17;4.5;0
18;5.5;0
19;3;0.009207161
20;2;0
21;1;0
22;2;0.006138108
23;9;0.027621484
24;12.5;0
25;12.5;0.028730734
26;3.25;0.008228088
27;3.25;0.008228088
28;5.5;0.013924458
29;2;0.004987429
30;1;0.00253172
31;4.5;0.011392738
32;5.5;0.016879795
33;1;0.003069054
34;2;0.006091848
35;2;0.007846644
36;3;0.007595159
37;2;0
38;3;0.007481143
39;2;0.006091848
40;2;0.00506344
41;3;0.007595159
42;4;0.012183694
43;4;0.010974998
44;2;0.006138108
45;0.5;0
46;1;0
47;1;0.00253172
48;2;0.006138108
49;2;0.00506344
50;2;0
51;4.5;0
52;2;0.006152401
53;3;0
54;2;0.006138108
55;5.5;0
56;1;0.002057112
57;1;0.00253172
58;3;0.007595159
59;1;0.002057112
60;3;0.009709264
61;3;0.007595159
62;2;0.004987349
63;7;0
64;4.5;0.009257002
65;3;0.007595159
66;2;0
67;1;0.003069054
68;19;0.059584229
69;2;0.006495587
70;2;0.006472843
71;16;0.056241199
72;2;0.00506344
73;3;0.007595159
74;2;0.00506344
75;2;0.004368236
76;25;0.070090724
77;1;0
78;4.5;0.013810741
79;8;0.02455243
80;2;0
81;3;0
82;5.5;0.016879795
83;2;0
84;7;0.017722038
85;1;0.00253172
86;3;0.009188133
87;2;0.006472843
88;1;0.00253172
89;5.5;0.013924458
90;1;0.00213431
91;2;0
92;8;0
93;1;0
94;1;0.00253172
95;2;0.006138108
96;1;0.002057112
97;2;0.006472843
98;3;0
99;10;0
100;2;0
101;3;0.006276594
102;1;0
103;2;0.00506344
;;0.776848371
