queryID;-;load
1;1;0
2;5.5;0.01271126811840671371809853730006352571
3;2;0.005608729834083964872504654011687888493
4;11;0
5;4.5;0.0143201847145239118351770045174181313
6;1;0.0030690540
7;2;0.004619926746072964597658243462488664
8;1;0.0030690540
9;8;0.019232760236935968544473530341650651
10;2;0.006119538655631834904981448431738129
11;5.5;0.013924457912311866353254987688014084
12;1;0.00306112919443802505392179287111838374
13;3;0.006929889215913853842804126451454079
14;10.5;0
15;10.5;0.0340961455512355726316838911983141318
16;1;0.0037091770421531065762063501700212586
17;4.5;0
18;5.5;0
19;3;0.011127529917885914974871942702136587
20;2;0.006138108
21;1;0.003321352428363924724045125834324942605
22;2;0.007444654536357509865460768604414803
23;9;0.040592132605361301658512827708750805
24;12.5;0
25;12.5;0
26;3.25;0.009944248819939614819466304403945181
27;3.25;0.008228088406401599898480938164168734
28;5.5;0.013924457747328135836052191847754274
29;2;0.00357965192248880061905421784151047268
30;1;0.00305976932781591745249072421586906404
31;4.5;0.0093690425225572853304581537836853705
32;5.5;0.020400471314695276661640710319262545
33;1;0
34;2;0.007388547283555506239582842984730540
35;2;0.005750259023332161448892564890033346
36;3;0.0095955486403079128706598524270762038
37;2;0.006138108
38;3;0.009073565792644475965531045960191514
39;2;0
40;2;0.005063439780787433093847327363764506
41;3;0.0086922006246981443547070833094395986
42;4;0.011122171336633298395836512195854422897
43;4;0.0133111159472328302957297984141626210
44;2;0.006122258388876050107843585742236768
45;0.5;0.0012362440631433995898895156871151903
46;1;0.002958301551955595079823560
47;1;0.0014393727435309437973700445969068610467
48;2;0.004514139415930997490891929085588579
49;2;0.006141234389100393656922465070757318
50;2;0.006138108
51;4.5;0.0138107412
52;2;0.005990285934344527034734458550156214
53;3;0
54;2;0.006138108
55;5.5;0
56;1;0.0030690540
57;1;0.0030690540
58;3;0.007575546888614002029561688369365710
59;1;0.001548311889645577266420183761585956309
60;3;0.0063929516390855169135874529435675293
61;3;0.006103006677573948955672337866241758
62;2;0.0041014447933453620605032111306780490
63;7;0.0220243929498069290995634496
64;4.5;0.0092570015372178512571050771472637125
65;3;0.009211850583141249642831944374934266
66;2;0.006138108
67;1;0.0037091770421531065762063501700212586
68;19;0.059430373073510438135599162022104973
69;2;0.005341773771037584288990895106083348
70;2;0.007822906030703353211605371155546314
71;16;0.0372607447291998298867469473421646991
72;2;0.0068263014577372507769630157039450484
73;3;0.006933418891525877713686635599927768
74;2;0.006141234389100393656922465070757318
75;2;0.0052980512755835961108810069951716207
76;25;0.06848578307142732801282839340465572
77;1;0.0030690540
78;4.5;0.009834533764495805857624034727013802
79;8;0.018386678002173053126651933543035829
80;2;0.006138108
81;3;0.0084049728658583490478356138517066902
82;5.5;0.013965076090023656396370879471024738797
83;2;0.005603315974204345291472715896095965
84;7;0.017722037582918710656437687370577652
85;1;0.0020514231616784479286937317452755787122
86;3;0.01251825366973739543634319159579439303
87;2;0.007538736392277225269711752090139912
88;1;0.00287710350882682519601889021386612716
89;5.5;0.01388850249199424104657073331603275617
90;1;0
91;2;0.006138108
92;8;0
93;1;0.0037223272681787549327303843022074014
94;1;0.00307061719455019682846123253537865902
95;2;0.007418354084306213152412700340042517
96;1;0.0020436828632911611673136520497308848161
97;2;0.004006477883552415237666093303866782
98;3;0.0092071608
99;10;0.0306905376
100;2;0.006138108
101;3;0.0092071608
102;1;0.0037091770421531065762063501700212586
103;2;0.006141234389100393656922465070757319
