queryID;-;load
1;1;0.003069054
2;5.5;0.016879795
3;2;0.004987429352376809428627305808937669
4;11;0.03375959
5;4.5;0.01574254788305982245988518
6;1;0.003069054
7;2;0.009298188165547547866337823478825945
8;1;0.003069054
9;8;0.02455243
10;2;0.006138108
11;5.5;0.0168797952
12;1;0.003069054
13;3;0.009207161
14;10.5;0
15;10.5;0.03418441537153498812476400
16;1;0.003069054
17;4.5;0
18;5.5;0.016879795
19;3;0.009207161
20;2;0.004987429352376809428627305808937669
21;1;0.0024937146761884047143136529044688344
22;2;0.006138108
23;9;0.027621484
24;12.5;0
25;12.5;0.03482856671099361002273750
26;3.25;0.009974424
27;3.25;0.009974424
28;5.5;0.016879795
29;2;0.004987429352376809428627305808937669
30;1;0.003069054
31;4.5;0.013810741
32;5.5;0.016879795
33;1;0.003069054
34;2;0.007384785910477799161247907088349765
35;2;0.007846644133233392301308351049147425
36;3;0.009207161
37;2;0.006138108
38;3;0.007481143216029926009071462017143452
39;2;0.007384785910477799161247907088349765
40;2;0.006138108
41;3;0.009207161
42;4;0.014769570617851008035423778095238095
43;4;0.01330433950374040058563590
44;2;0.006138108
45;0.5;0.001534526
46;1;0
47;1;0.003069054
48;2;0.006138108
49;2;0.006138108
50;2;0.006138108
51;4.5;0
52;2;0.007458191694297072592114442229380532
53;3;0.009207161
54;2;0.006138108
55;5.5;0.0165920406410869041271981542763418626
56;1;0.0024937146761884047143136529044688347
57;1;0.003069054
58;3;0.009207161
59;1;0.0024937146761884047143136529044688344
60;3;0.011769964921501103189175964116959046
61;3;0.009207161
62;2;0.00604586772130801580941536
63;7;0.03254365554975706140891186743818222
64;4.5;0.011221714417777244946672444677583651
65;3;0.009207161
66;2;0
67;1;0.003069054
68;19;0.0634722179719333905447300
69;2;0.006138108
70;2;0.007846644133233392301308351049147425
71;16;0.05624119900166989765159876
72;2;0.006138108
73;3;0.0092071608
74;2;0.006138108
75;2;0.004368236398378417428002799626817390
76;25;0.08496683159023744313819754
77;1;0.0024937146761884047143136529044688347
78;4.5;0.013810741
79;8;0.02455243
80;2;0.006138108
81;3;0.009207161
82;5.5;0.0168797952
83;2;0.006138108
84;7;0.021483376
85;1;0.003069054
86;3;0.011138228957651956873686105544012729
87;2;0.007846644133233392301308351049147425
88;1;0.003069054
89;5.5;0.016879795
90;1;0.00258729781638814028579664
91;2;0
92;8;0.024497020177354087303058426
93;1;0.00308347924766532938523072
94;1;0.003069054
95;2;0.006138108
96;1;0.0024937146761884047143136529044688344
97;2;0.007846644133233392301308351049147425
98;3;0
99;10;0
100;2;0.007846644133233392301308351049147425
101;3;0.00760874356378356187816034
102;1;0
103;2;0.006138108
